id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
959498410933492661,"Fall for Hyve! Condo w/ Gym, Balcony, Parking",432149499,Melissa,,District 19,36.15189,-86.77912,Entire home/apt,432,2,26,2024-09-01,2.11,30,335,25,
959525715847103013,Minutes to Broadway/KING bed/FREE garage parking,370154553,Innesa,,District 21,36.14878,-86.80867,Entire home/apt,112,1,29,2024-09-14,2.24,16,311,27,2023045024
959777635988991877,In the heart of the city,527460725,Ken,,District 19,36.1548886,-86.77541389999999,Entire home/apt,,1,32,2024-08-25,2.52,1,239,30,
960072469211217633,Rooftop Fire Pit | 2 mi to Brdwy | Modern Vibes,351901804,Sarah,,District 19,36.17006,-86.79611,Entire home/apt,383,2,27,2024-09-13,2.60,46,321,27,
960126627986780943,Studio w/ Pool in The Gulch,40939840,National,,District 19,36.15228,-86.78321,Entire home/apt,,10,0,,,6,0,0,
960134033863282595,Micro Motel 2 Bed!,532195323,Castello Equity,,District 2,36.19423,-86.83118,Private room,,1,3,2023-10-17,0.25,1,0,3,
960143167910566334,Quiet House near Nashville honky tonks and Airport,165376607,Cristian,,District 30,36.0692,-86.7002,Entire home/apt,137,3,11,2024-09-08,0.97,3,235,11,
960157970271949290,Rooftop Patio - 1 mi to Downtown. Sleeps 8!,351901804,Sarah,,District 17,36.14696,-86.76522,Entire home/apt,212,3,10,2024-08-04,0.96,46,333,10,
960157988463588433,Sleeps 20! 1 Mile to Broadway and 2 Rooftop Patios,351901804,Sarah,,District 17,36.1472,-86.76527,Entire home/apt,632,3,11,2024-09-02,1.26,46,330,11,
960158564795445254,the NNC: the Nashville Nature Contact,165376607,Cristian,,District 30,36.0689,-86.70028,Entire home/apt,127,3,5,2024-05-30,0.46,3,235,5,
960189628060719158,Luxury Escape on 2nd Ave - 1 mil to Broadway!,351901804,Sarah,,District 17,36.14865,-86.76573,Entire home/apt,258,2,13,2024-09-08,1.34,46,336,13,
960200568809160536,Charming House Close to Honky Tonks & Bars,335977682,Allen,,District 17,36.1251269,-86.7815442,Entire home/apt,,2,25,2024-09-09,1.96,79,348,22,
960257288601938368,Downtown Nash Views ~ 2 mi to Broadway~Sleeps 7,351901804,Sarah,,District 19,36.16966,-86.79773,Entire home/apt,284,2,15,2024-08-25,1.44,46,348,15,
960278222753185462,All My Rowdy Friends 21beds 4miles to DT Nashville,501554574,Vector Nashville,,District 5,36.20037,-86.75337,Entire home/apt,,2,4,2024-08-01,0.36,13,339,4,
960318277859303611,Townhouse w Shaded Rooftop/Fireplace + Parking,532465870,Jackson,,District 8,36.24196,-86.73672,Entire home/apt,154,1,76,2024-09-16,6.71,1,39,76,
960380867280616846,The Harper House - Beautifully designed + Rooftop!,1542713,Brandon,,District 17,36.1369705,-86.78772219999999,Entire home/apt,328,1,47,2024-09-01,3.63,40,340,44,
960456053367215087,1BR Standard King in E Nash Stadium Area,197082329,TMC Hospitality,,District 5,36.1721616,-86.7699844,Private room,,1,2,2024-05-05,0.43,17,340,2,
960777993634683649,Three Luxury Townhomes | Near Five Points,276892829,Heirloom,,District 5,36.17945,-86.75709,Entire home/apt,,1,15,2024-09-14,1.21,7,287,14,
960801695070448077,Gorgeous Home 2 mi from Broadway,185192182,Inna,,District 5,36.18494,-86.77208,Entire home/apt,,2,6,2024-04-21,0.56,2,223,6,
960847794789927186,Fire Pit! 2 miles to Broadway! Cozy Home!,351901804,Sarah,,District 17,36.13683,-86.78524,Entire home/apt,199,2,18,2024-08-11,1.69,46,265,18,
960870419601261203,Nashville Delight: Fun Murals & Downtown Views,26171953,Jonathan,,District 2,36.195630945792956,-86.77660200744867,Entire home/apt,644,3,33,2024-09-15,2.75,2,280,33,
960970457818392522,Nashville Chic Retreat - Blocks from Broadway!,522369451,Patti & Sean,,District 19,36.15545,-86.77586,Entire home/apt,193,2,39,2024-09-01,3.18,3,139,38,
960993341240670365,"Locale The Gulch | 2BR King/King, Highway-Facing",239175383,Locale,,District 19,36.15067,-86.78097,Entire home/apt,374,1,62,2024-09-02,5.07,19,191,61,
961176708267514486,Minutes to Broadway - 7 BED - Honkytonk,532660107,Kaylein Amber Mei Ling,,District 19,36.15919,-86.79887,Entire home/apt,,30,25,2024-08-19,2.21,2,4,25,
961525872094182704,Howdy Nashville,145659517,Jill,,District 5,36.1848271,-86.7694631,Private room,180,1,108,2024-09-11,8.33,1,169,99,
961551672450846483,Nashville Getaway in the Gulch,40056224,JIll,,District 19,36.14737,-86.78209,Entire home/apt,133,2,32,2024-09-03,2.71,2,245,32,CASR-2023058651
961896091456736542,Nashville Delight Sleeps 10,11849086,Elite,,District 8,36.22541,-86.73001,Entire home/apt,139,2,31,2024-09-01,2.42,17,340,28,
962165351836282545,12South Original - Perfect Spot,532873472,Louie,,District 18,36.12852,-86.78907,Entire home/apt,274,2,31,2024-09-13,2.58,1,144,31,
962313950479697205,* Nashville's Newest + Captivating Downtown View *,43800255,John,,District 17,36.12904,-86.75401,Entire home/apt,,1,33,2024-09-01,2.75,27,278,33,
962326585853249806,Music City Hideaway!,158343013,Chase,,District 12,36.16844,-86.56788,Entire home/apt,124,2,36,2024-09-14,2.78,3,322,33,
962356202827037896,Nashville Bed & Bath 30+Day SUITE: Hawthorn,291868278,Shelia,,District 15,36.23381,-86.69194,Private room,,30,0,,,7,0,0,
963040603120374177,New construction condo in prime location.,502978865,Lindsey,,District 17,36.13739,-86.76738,Entire home/apt,,30,3,2024-07-28,0.27,1,25,3,
963109409020540749,GoodTimes Suite in East!6 min ->Downtown! Parking!,255636174,Curated Suites,,District 6,36.177,-86.75367,Entire home/apt,243,1,72,2024-08-28,5.52,11,349,66,
963248115821721796,SoBro Farmhouse - Walk to Broadway/Bridgestone,183543523,Al,,District 19,36.15444,-86.77632,Entire home/apt,202,1,56,2024-09-15,4.39,3,225,54,STRP#2022050218
963258193998966444,"Rock, Swim, Walk to Broadway & Gulch - Big Balcony",432149499,Melissa,,District 19,36.15125,-86.77753,Entire home/apt,353,3,26,2024-08-08,2.05,30,321,25,
963498043491971707,CozySuites Music Row Modern 1BR w/free parking! 32,403137298,CozySuites Nashville,,District 19,36.1456251,-86.7951583,Entire home/apt,125,2,20,2024-08-31,2.06,72,348,20,
963498172840332116,CozySuites Music Row Modern 1BR w free parking! 47,403137298,CozySuites Nashville,,District 19,36.14583,-86.79634,Entire home/apt,125,2,35,2024-09-01,2.89,72,338,35,
963762487164780131,Brand New Massive Home/ 1 Mile to Downtown!,533300169,Dottie,,District 6,36.16222,-86.75246,Entire home/apt,370,2,40,2024-09-06,3.31,1,69,40,
963768426613102556,Gorgeous S. Nashville Home! 16 min. from Downtown!,14341395,Deanna,,District 27,36.04911,-86.73705,Entire home/apt,111,30,2,2024-05-31,0.18,1,298,2,
963770071746835137,The Ultimate Hip-Hop Haven – Rooftop Patio,101426897,Host Extraordinaires,,District 2,36.1953,-86.77616,Entire home/apt,312,2,30,2024-09-02,2.53,207,350,30,
963819899476246520,Girls Getaway | Rooftop + HotTub | Karaoke | 2King,29446766,Jonathan,,District 2,36.193253,-86.778043,Entire home/apt,487,2,49,2024-09-15,3.92,2,266,48,
963846427466202054,East Nash ~ Rooftop Fire pit ~ Sleeps 12,351901804,Sarah,,District 5,36.17962,-86.75959,Entire home/apt,301,2,10,2024-07-29,0.94,46,337,10,
963878408551868462,Resort-Style Living - Blocks From Broadway!,522369451,Patti & Sean,,District 19,36.1548886,-86.77541389999999,Entire home/apt,236,1,45,2024-09-07,3.73,3,149,45,
963903510274990508,Bellevue Beauty - 2/1.5 +Office,20827071,Shannon,,District 35,36.06033,-86.93376,Entire home/apt,120,30,1,2023-10-13,0.09,7,61,1,
963928632816098757,Rooftop Fire Pit & Cocktail Bar | Sleeps 12 |,351901804,Sarah,,District 5,36.17892,-86.75725,Entire home/apt,283,2,12,2024-08-25,1.15,46,329,12,
964381562660013867,"10 Beds, 3/3, 5 min to Downtown, Great for groups",12006598,Michelle,,District 21,36.18031,-86.81581,Entire home/apt,265,3,15,2024-08-12,1.22,1,65,14,
964474217609138006,1BR City View King in E Nash Stadium Area,197082329,TMC Hospitality,,District 5,36.1721616,-86.7699844,Private room,,1,2,2024-07-21,0.40,17,344,2,
964475469715474062,One Bedroom Suite-Walk in Closet-View of Downtown,516349288,Kenect,,District 19,36.15095,-86.79646,Entire home/apt,123,30,0,,,10,319,0,
964482280093325474,1BR Standard 2 Queen E Nash Stadium Area,197082329,TMC Hospitality,,District 5,36.1721616,-86.7699844,Private room,,1,2,2024-08-04,0.44,17,344,2,
964486827097245435,City #Views.2mi to Broadway. A+ location.,351901804,Sarah,,District 21,36.15538,-86.8192,Entire home/apt,,1,13,2024-08-18,1.07,46,0,13,
964487367425965233,1BR City View 2 Queen E Nash Stadium Area,197082329,TMC Hospitality,,District 5,36.1721616,-86.7699844,Private room,,1,1,2024-05-03,0.22,17,344,1,
964493429825728700,"1BR Suite, Kitchenette + Lounge",197082329,TMC Hospitality,,District 5,36.1721616,-86.7699844,Private room,,1,0,,,17,337,0,
970656044445474617,Functional Room w/ 2 twin beds near DTown,148130113,BlissfulEscapes,,District 19,36.15226,-86.75869,Private room,56,30,0,,,4,134,0,
970883613800246955,Party All Day 22 Beds Pool Table Huge Rooms 5 Bath,115505661,Chris,,District 17,36.12897,-86.75221,Entire home/apt,,2,53,2024-09-09,4.24,97,334,51,
971034369430723527,WALK to Honky Tonks! 3 blocks to Broadway! POOL!,510628564,Joseph,,District 19,36.1548886,-86.77541389999999,Entire home/apt,225,1,58,2024-09-08,4.70,1,96,57,
971134945724352291,"""Music Row Harmony"" Sleeps 8-Downtown Nashville",146884195,David,,District 17,36.13834,-86.79639,Entire home/apt,99,1,51,2024-08-17,4.09,22,343,49,
971217282698427785,"Bright, Open 4-BR/4 BA w/ Fire Pit - Downtown",1391186,Adam,,District 17,36.1327495,-86.767129,Entire home/apt,208,30,2,2024-07-31,0.20,4,176,2,
971223298634267360,Boots On Broadway - Huge Home!,206006183,Drew,,District 17,36.14507,-86.78492,Entire home/apt,630,3,11,2024-09-08,1.29,32,311,11,
971599618401547668,Sand in My Boots,341267904,Kristin & Beau,,District 19,36.1548886,-86.77541389999999,Entire home/apt,,1,32,2024-09-02,2.65,1,74,32,
971648301729788699,The Taylor Swift Loft • Music Row  • Walkable!,534676251,Ebru,,District 17,36.13787,-86.79578,Entire home/apt,211,2,46,2024-09-03,3.78,9,335,46,
971677163085504395,Havenhaus: Designer Condo close to Gulch w/ pool,432149499,Melissa,,District 19,36.15104,-86.77902,Entire home/apt,558,2,28,2024-09-15,2.28,30,322,27,202304047933
971751422839634520,5 Mins to Downtown | Big Luxury house | 7 beds,4426181,NYC Stays,,District 5,36.18847,-86.76081,Entire home/apt,309,1,77,2024-09-06,6.53,1,338,77,
971842111169462232,Dolly's Music Row Oasis • Walkable Location!,534676251,Ebru,,District 17,36.13841,-86.79707,Entire home/apt,214,2,23,2024-09-01,1.93,9,347,23,
971860255206249422,The Dolly + TSwift Combo  • Music Row • Walkable!,534676251,Ebru,,District 17,36.1385,-86.79551,Entire home/apt,395,2,8,2024-07-15,0.77,9,334,8,
971962329140130687,The Taylor Swift Apt • Music Row • Walkable!,534676251,Ebru,,District 18,36.13714,-86.79739,Entire home/apt,244,2,37,2024-07-25,3.02,9,350,36,
971996428744006595,Dolly's Music Row Hideaway • Walkable Location!,534676251,Ebru,,District 17,36.13836,-86.79696,Entire home/apt,203,2,26,2024-09-02,2.12,9,343,25,
972011152786726858,The Taylor Swift + Dolly Combo • Music Row,534676251,Ebru,,District 18,36.13712,-86.7973,Entire home/apt,418,2,4,2024-07-03,0.36,9,338,4,
972329708359202449,The Taylor Swift + Dolly Mansion • Music Row,534676251,Ebru,,District 17,36.13883,-86.79694,Entire home/apt,,2,4,2024-04-21,0.50,9,323,4,
973358363336614919,Neon Nashville*Walk to Broadway*Pool*BBQ*Gym*Patio,229076551,Michael,,District 19,36.15557,-86.77641,Entire home/apt,,1,29,2024-09-15,2.34,1,346,28,
973437272882645184,Cozy Townhome with Private Bath,338353723,Sage,,District 9,36.27767,-86.70428,Private room,,2,1,2023-09-24,0.08,1,0,1,
973458921324779464,The Shville,535562213,Sarah,,District 19,36.15366924428645,-86.77444484084845,Entire home/apt,,1,30,2024-08-11,2.59,1,83,30,
973646727356175783,Chic Oasis 5 mins to Broadway | 8 beds | B-Nashy,57889363,WanderLuxe,,District 19,36.16811,-86.80091,Entire home/apt,,1,37,2024-09-15,2.94,4,218,36,
973853057215882081,Patio - Pool - 5 min Walk to Broadway,168577307,Conner,,District 19,36.15585,-86.77508,Entire home/apt,,2,53,2024-08-29,4.58,2,135,53,
973866434769747513,Cozy spot near downtown.,443377359,Ralph,,District 15,36.13659,-86.72408,Private room,,1,18,2024-09-16,1.44,42,267,16,
973975783240861341,10 minute walk to downtown,149750021,Alonte,,District 19,36.17617320000001,-86.79710899999999,Entire home/apt,,1,0,,,1,179,0,
974003718386406512,Prime Nashville Getaway – Peaceful Area,101426897,Host Extraordinaires,,District 14,36.17895,-86.61682,Entire home/apt,189,2,33,2024-09-01,2.82,207,336,33,
968863867760516112,SoBro Guest House by Black Swan - Downtown Flat,452114819,Black,,District 19,36.1563306,-86.7738165,Entire home/apt,,1,9,2024-07-06,0.93,24,329,9,
968913336131027928,Downtown Nashville Suite| Walk to Broadway | Pool!,461771597,Stephanee Cruz,,District 19,36.15531,-86.77427,Entire home/apt,170,1,57,2024-09-02,4.57,1,78,55,
969046478930972256,Tranquil Nashville Getaway with Resort Amenities,10105569,Marc,,District 19,36.15163,-86.78714,Entire home/apt,160,2,86,2024-09-12,7.11,2,324,86,
969051200282707787,Bach Getaway From Broadway- Lit Rooftop!,206006183,Drew,,District 2,36.19767,-86.83027,Entire home/apt,,3,10,2024-09-15,0.90,32,356,10,
969154276740778025,"Green Escape Downtown Nashville, Walk to Broadway",48019274,Eric,,District 19,36.15696,-86.77688,Entire home/apt,229,1,85,2024-09-16,7.20,1,114,85,
969453712568667463,The Nashville Star - Charming East Nashville,85360355,StayLocal,,District 5,36.18213,-86.77113,Entire home/apt,,1,27,2024-09-02,2.24,114,348,27,
969457766071736305,EPIC Lux home East Nashville! 5 min ->Downtown!,484414789,Letty James,,District 6,36.16561,-86.75103,Entire home/apt,232,2,81,2024-08-28,6.59,4,292,79,
969492894395271928,10 to Broadway w/ Movie Theater & Views of Geodis!,415535365,Jake,,District 17,36.13148,-86.76605,Entire home/apt,,1,16,2024-09-08,1.38,19,335,16,
969493068067388138,"Private Deck, Views, & Mini-Golf! 10 to Downtown!",415535365,Jake,,District 17,36.1318,-86.76528,Entire home/apt,,1,17,2024-08-12,1.40,19,332,17,
969519390314254144,The Etta Loft– Historic Flat - Walk to Broadway,101426897,Host Extraordinaires,,District 19,36.1632723,-86.7796913,Entire home/apt,,2,33,2024-09-01,3.07,207,281,33,
969609902702397850,Southern & Style-2 Townhomes-7 Mins To Broadway,20772148,GoodNight,,District 20,36.14878,-86.85957,Entire home/apt,552,1,5,2024-03-10,0.47,210,39,5,
969612827756434277,Antioch room,352919291,Alirio Sebastian,,District 32,36.03892,-86.63547,Private room,,1,0,,,1,268,0,
969637658197436930,Luxury Nashville Studio - Pool/Gym and W/D in unit,17017751,Collin,,District 19,36.15037,-86.79973,Entire home/apt,75,30,4,2024-09-05,0.42,17,71,4,
969682907533935205,It's a Crazy Town - Gym & Rooftop Near Downtown,85360355,StayLocal,,District 7,36.23248,-86.72406,Entire home/apt,,1,40,2024-09-01,3.33,114,9,40,
969698230667452010,Midtown Studio!,483819242,Marcus,,District 21,36.15932,-86.81457,Entire home/apt,117,1,121,2024-09-15,9.50,1,199,114,
970394332228357716,The Grand Nash Life - Downtown Rooftop,85360355,StayLocal,,District 21,36.15395,-86.82343,Entire home/apt,89,1,29,2024-08-04,2.36,114,352,28,
970573965915976741,Luxury Living in Music City,247260962,Peter,,District 2,36.1947,-86.7788,Entire home/apt,330,1,19,2024-09-01,1.68,1,251,19,
970622725446221484,Cozy Room w/ Private bath near DT,148130113,BlissfulEscapes,,District 19,36.15096,-86.75998,Private room,64,30,0,,,4,134,0,
979788139929348396,Hyve - Nashville Hideaway - Pool &Gym,20772148,GoodNight,,District 19,36.15127,-86.77702,Entire home/apt,178,1,17,2024-09-07,1.54,210,173,17,
980302608519744254,Two HUGE Houses! 7+ Bedrooms,72969482,Adam,,District 17,36.13725,-86.76594,Entire home/apt,1265,3,0,,,7,356,0,
980330116739246187,Downtown Luxury – Dual Loft – Walkable to Broadway,101426897,Host Extraordinaires,,District 19,36.16396,-86.78024,Entire home/apt,,2,0,,,207,207,0,
980509118961830212,2Mi to Brdwy in WeHo! ~ City Views ~ Sleeps 10!,351901804,Sarah,,District 17,36.13557,-86.76152,Entire home/apt,255,2,19,2024-07-31,1.79,46,335,19,
980522555355097252,Hip East Nashville Guest House,31039895,Kevin,,District 8,36.21349,-86.75339,Entire home/apt,90,30,4,2024-02-05,0.33,3,294,4,
980564120705347721,Paramount - Odyssey - Minutes to Broadway,20772148,GoodNight,,District 21,36.14748,-86.81555,Entire home/apt,95,1,28,2024-09-09,2.38,210,246,28,
980741750651291043,Nashville Hideaway: Close to Music and Fun (Unit1),511918330,Shri,,District 21,36.15752,-86.8064,Entire home/apt,,1,27,2024-09-08,2.54,17,339,27,2023037668
980979004534710114,"Nashville Oasis! Pool, Kitchenette, Breakfast!",501999514,RoomPicks,,District 15,36.14408,-86.66468,Hotel room,,1,0,,,34,361,0,
980979917710094807,"The Comforts of Home! Kitchenette, Pets Allowed!",501999514,RoomPicks,,District 15,36.14411,-86.66305,Hotel room,,1,0,,,34,363,0,
980986889845350242,"Country Music Vibe in Nashville, Pets Are Welcome!",501999514,RoomPicks,,District 15,36.14548,-86.66439,Hotel room,,1,0,,,34,361,0,
980994230766844589,Suite in Nashville! Pets Are Allowed! Pool!,501999514,RoomPicks,,District 15,36.14554,-86.66509,Hotel room,,1,11,2024-09-02,2.19,34,360,11,
980997043203696380,Lakeside View 18 Min to Airport!,537241234,Reese,,District 11,36.24412,-86.63126,Entire home/apt,,2,14,2024-06-13,1.21,1,0,14,
981080661906598358,"Luxury Rooftop, BBQ, Pet-Friendly, Near Downtown",2442207,Stephen,,District 17,36.1369988,-86.78724969999999,Entire home/apt,372,1,28,2024-09-02,2.58,40,49,28,
981254445906809342,Panoramic Penthouse - Mins to Broadway -Pool & Gym,20772148,GoodNight,,District 21,36.14613,-86.81783,Entire home/apt,,1,19,2024-08-03,1.58,210,263,19,
981260426898087871,Encore - Odyssey - Heart of Midtown,20772148,GoodNight,,District 21,36.14767,-86.81724,Entire home/apt,,1,11,2024-06-09,0.96,210,31,11,
981765438971480138,3BR house in the heart of Music City,134126657,Vacasa Tennessee,,District 5,36.18244,-86.77137,Entire home/apt,,2,7,2024-08-04,0.64,96,358,7,
981918147239819342,"Music City Beehyve| Balcony, Pool, Gym",432149499,Melissa,,District 19,36.15099,-86.77843,Entire home/apt,265,3,30,2024-08-21,2.50,30,332,30,
981978753636934598,Nash Hideout; Guesthouse 5 mi to Broadway & BNA,190010536,Wensly & Megan,,District 16,36.12324,-86.73023,Entire home/apt,110,2,57,2024-09-15,6.00,1,153,57,
982118226181892905,Music City Getaway Sleeps 10,11849086,Elite,,District 31,36.03873,-86.70702,Entire home/apt,214,2,27,2024-09-03,2.23,17,352,27,
982557694102831338,Walk to Bdwy | Corner Condo | Gym | Pool | King,493248320,Andrew And Julia,,District 19,36.1548886,-86.77541389999999,Entire home/apt,,1,50,2024-09-15,4.32,3,326,50,
982635460194200423,The Resting Place,7899700,Michelle,,District 26,36.08489,-86.72871,Entire home/apt,,30,1,2023-10-15,0.09,1,167,1,
982640848247204111,Midtown Nashville Condo,537581171,Charlie,,District 19,36.14801360000001,-86.7957078,Entire home/apt,99,30,9,2024-09-01,0.88,1,64,9,
983227113065404380,"Roam the City, Relax at Home: Best of Both Worlds",537707754,Michael,,District 27,36.07158,-86.73249,Entire home/apt,321,2,23,2024-06-11,1.90,1,167,23,
983273269371884862,Luxury 30 Day Rental - Furnished - Rooftop + Views,487194222,J.S.,,District 19,36.14872,-86.78542,Entire home/apt,163,30,3,2024-05-25,0.27,2,338,3,
983299465263869070,Two Townhomes – Rooftop Patios – Hillsboro Village,101426897,Host Extraordinaires,,District 18,36.13265,-86.80342,Entire home/apt,,2,3,2024-05-05,0.48,207,314,3,
983325916960035800,Hyve - Boho Bliss - Walk to Broadway - Pool & Gym!,20772148,GoodNight,,District 19,36.15239,-86.77728,Entire home/apt,299,1,10,2024-08-09,0.85,210,240,10,
983345876958730814,King Suite~Urban Sunsets~PoolView~ Walk2Broadway‼️,46087892,Christopher,,District 19,36.1536594,-86.7751858,Entire home/apt,173,1,65,2024-09-15,5.51,1,145,65,
983373610786181261,Nations/Sylvan/Charlotte Area,452385626,Mary,,District 21,36.16256934581967,-86.837470258197,Private room,80,30,9,2024-01-01,0.76,1,179,9,
983567697489320059,"Music City House, 4 miles to BDWY, Free Parking",34826624,Kayla,,District 8,36.21633,-86.76136,Entire home/apt,209,1,20,2024-08-11,1.73,3,156,20,
983571557114018825,"2BR Music Ranch/6 mi to Downtown, Large Yard",218583483,Alysse,,District 16,36.11136,-86.71299,Entire home/apt,151,2,18,2024-07-29,1.95,1,157,18,
983607537614534992,Spacious Suite! Walk to Broadway! Pool WiFi Gym,441993878,Carmen,,District 19,36.1555092699456,-86.77525822073221,Entire home/apt,265,1,75,2024-09-02,6.20,5,157,75,
984001814800223445,~ Special Weekend Discount ~ Dreamy Rooftop Views!,351901804,Sarah,,District 5,36.19569,-86.77372,Entire home/apt,178,3,8,2024-09-01,1.25,46,334,8,
984009505735937969,Hyve - Artpop - Walk to Broadway,20772148,GoodNight,,District 19,36.15123,-86.77718,Entire home/apt,394,1,14,2024-09-02,1.21,210,247,14,
984017762346979955,1BR designer condo with rooftop lounge & gym,134126657,Vacasa Tennessee,,District 19,36.15378,-86.76419,Entire home/apt,152,2,3,2024-05-26,0.42,96,364,3,
984058539589965166,The Koselig Korner | East Nash’s Scandinavian Stay,49271118,Chrissy,,District 6,36.17523,-86.7394,Entire home/apt,173,1,51,2024-09-16,5.86,1,304,51,2023069328
984060552707041386,Canary - Odyssey - Heart of Midtown,20772148,GoodNight,,District 21,36.14615,-86.81724,Entire home/apt,,1,12,2024-07-21,1.02,210,3,12,
984111134188933219,Peaceful Home in Nashville w/ Dedicated Worksapce,113269164,Jakob,,District 11,36.27771,-86.66948,Entire home/apt,135,2,31,2024-09-14,4.60,1,181,31,
984170610836935853,En-Vogue Vacay - Rooftop Deck- Minutes to Broadway,20772148,GoodNight,,District 2,36.19845,-86.82974,Entire home/apt,248,1,11,2024-09-02,0.93,210,259,11,
984230467127271905,Halcyon - Odyssey - Heart of Midtown,20772148,GoodNight,,District 21,36.14633,-86.81621,Entire home/apt,95,1,15,2024-07-21,1.25,210,250,15,
984358116445777162,"""Cozy Nest: Where Love Blossoms",514209702,Tomaris Santez,,District 3,36.2555,-86.77312,Entire home/apt,133,2,30,2024-09-01,3.44,1,109,30,
984819268475284686,East side beauty - 2BD/2BA,20827071,Shannon,,District 6,36.17526,-86.75841,Entire home/apt,177,2,18,2024-08-04,1.58,7,21,18,
984856705554381254,30+ day: Cozy & Convenient,10923196,Andrea,,District 7,36.1996,-86.73553,Entire home/apt,136,30,1,2023-11-04,0.09,2,243,1,
984972773172906657,Lofts at 30th - 2 Top Floor Units,531829128,Scott,,District 21,36.14696,-86.81592,Entire home/apt,61,1,4,2024-06-30,0.21,5,25,1,
985398313776822305,Stunning Sylvan Park Cottage | Monthly Rental,10510097,Jaclyn,,District 24,36.14871,-86.8445,Entire home/apt,120,30,0,,,2,147,0,
985532848099409020,"Downtown Jungle! •Exotic, Unique, Bold•",88959664,Julian,,District 17,36.14553,-86.7598,Entire home/apt,365,1,50,2024-09-07,4.25,43,305,50,2023070206
985608948298805500,Sweet Escape | 8 mi to Broadway!,227220666,Lacey,,District 3,36.28203,-86.7591,Entire home/apt,114,30,0,,,1,120,0,
985624329198155469,Lofts at 30th - Modern Escape - Mins to Broadway,531829128,Scott,,District 21,36.14683,-86.81418,Entire home/apt,104,1,16,2024-07-28,0.85,5,251,1,
985628368596205063,Loft at 30th - Modern Sector - 6 Mins to Broadway,531829128,Scott,,District 21,36.14707,-86.81445,Entire home/apt,115,1,6,2024-07-29,0.30,5,30,1,
985688213957923901,30+Days Furnished Loft East Side Pets!,4995349,Jeannie,,District 5,36.183,-86.7577,Entire home/apt,63,30,1,2023-12-16,0.11,2,163,1,
985701365310152082,Townhouse in Nashville,180149332,Michelle,,District 4,36.038095892679635,-86.72075208465577,Entire home/apt,144,30,1,2024-01-12,0.12,1,214,1,
986149080634330438,The Good Vibes,142407471,Kamran,,District 21,36.1470408,-86.81662759999999,Entire home/apt,259,2,22,2024-09-01,3.01,1,317,22,
986193342001917120,Rooftop Views | Sleeps 12! | 3 mi to Broadway,351901804,Sarah,,District 5,36.195,-86.77366,Entire home/apt,209,2,11,2024-08-11,1.08,46,340,11,
986195585373963217,Rooftop: Fire Pit & Cocktail Bar. 2 mi to Brdwy,351901804,Sarah,,District 5,36.17967,-86.75908,Entire home/apt,,2,13,2024-09-02,1.25,46,331,13,
986195659212859089,Rooftop Fire Pit & Cocktail Bar ~ Skyline Views!,351901804,Sarah,,District 5,36.17802,-86.75863,Entire home/apt,198,2,15,2024-09-01,1.64,46,319,15,
986307119302904808,Charming! | Mins to Broadway | HotTub | Glam Room,15017955,Gabe,,District 5,36.1920256,-86.76249880000002,Entire home/apt,300,2,23,2024-09-15,2.03,1,149,23,
986330160047038508,Kings Landing - Nashville,53821227,Brian And Melissa,,District 19,36.1548886,-86.77541389999999,Entire home/apt,,2,40,2024-09-10,3.39,3,309,40,STR #:2018070914
986356827813204063,Hyve - Riff n Roll - Walk to Broadway - Pool & Gym,20772148,GoodNight,,District 19,36.1522,-86.77718,Entire home/apt,181,1,13,2024-08-18,1.11,210,250,13,
986439072742250209,Nashville Nest: Contemporary City Living (unit 2b),511918330,Shri,,District 21,36.15782,-86.80761,Entire home/apt,100,1,17,2024-08-04,2.46,17,344,17,
986461447383535671,"Nashville Vibes: Stay, Play, and Relax (unit 5b)",511918330,Shri,,District 21,36.15752,-86.80752,Entire home/apt,81,1,18,2024-08-27,1.69,17,354,18,
986500840486222723,Charming Retreat Near Nashville (unit 8b),511918330,Shri,,District 21,36.15837,-86.80598,Entire home/apt,106,1,21,2024-08-17,1.97,17,345,21,2023037902
996464572702696197,10min->Broadway! Daisy's Southern Belle East Nash!,385021064,Justin,,District 5,36.19991,-86.75459,Entire home/apt,216,2,22,2024-09-08,2.03,11,233,22,
996537186734819174,Heirloom by AvantStay | Mins to Downtown Nashville,338667310,AvantStay Nashville,,District 6,36.17868,-86.74896,Entire home/apt,,2,14,2024-09-01,1.25,159,7,14,201517045
996913203973455159,615 House by Neil & Keri,472945020,Neil,,District 21,36.1580478,-86.8167974,Entire home/apt,,2,37,2024-09-15,3.81,1,160,37,4084278
997102742800940029,"Gorgeous, East Nash Condo ~ Remote Worker Friendly",6855810,UrbanNashville,,District 5,36.2039594,-86.73947650000001,Entire home/apt,88,1,29,2024-09-13,2.56,115,138,29,2023072201
997107824493907370,*Two Huge Brand New Homes*Downtown View*21+ BEDS*,43800255,John,,District 17,36.12784,-86.75381,Entire home/apt,,1,5,2024-09-08,0.63,27,266,5,
997151714054575983,Downtown Dream - Walk to Everything - Private Yard,487194222,J.S.,,District 19,36.17562,-86.78923,Entire home/apt,287,2,40,2024-09-13,4.33,2,315,40,
