id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6422,Nashville Charm,12172,Michele,,District 6,36.17143,-86.7357,Private room,43,30,670,2020-03-03,3.58,1,260,0,
39870,Close to Vanderbilt 2,171184,Evelyn,,District 25,36.12466,-86.81269,Private room,70,1,504,2024-09-07,5.17,1,205,98,
72906,Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,176117,Richard,,District 18,36.13122,-86.80066,Entire home/apt,100,2,743,2024-09-08,4.59,1,53,40,
258817,"ButterflyRoom-queen room, private bath",22296,Diana,,District 12,36.16076,-86.59151,Private room,34,30,97,2023-12-27,0.62,8,357,1,
289242,"MorningstarHouse, monthly room-",22296,Diana,,District 12,36.16296,-86.59113,Private room,34,30,76,2019-01-12,0.49,8,365,0,
319705,"SuperSweetSTUDIO, jacuzzi, private entrance",22296,Diana,,District 12,36.16236,-86.59005,Private room,45,30,49,2024-02-02,0.32,8,360,1,
329997,A+ Carriage House & Courtyard! 5 mins to Downtown,1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,104,2,1424,2024-09-12,9.30,5,131,116,
340081,Affordable room in 4 bedroom house.,22296,Diana,,District 12,36.16122,-86.59007,Private room,34,30,82,2024-07-03,0.54,8,365,2,
395889,Contemporary-Mod Paradise w/ Private Bathroom,1547584,Kurt,,District 6,36.16499,-86.75054,Private room,97,1,345,2024-09-08,2.31,1,321,30,
430052,"Private Vaulted Suite! King,Wet Bar,Bath/5 min DT!",1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,108,2,1063,2024-09-13,7.12,5,30,63,
431258,"5 MIN TO DT! 2 Bdrm, 2.5 Baths, Hot tub courtyard!",1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,285,2,534,2024-08-29,3.56,5,295,34,
513664,Cozy and Convenient in Donelson!,2530554,Lori,,District 14,36.15606,-86.64991,Private room,,2,27,2015-06-29,0.19,1,0,0,
632636,Admire Skyline from the Rooftop Terrace Chic Suite,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,166,2,443,2024-09-13,3.00,5,38,23,
637425,Art room French Flair,2427763,Dody &Rodney,,District 6,36.19236,-86.743,Private room,131,1,180,2024-06-30,1.22,2,354,11,
645985,Serenity Haven,1515903,Karen,,District 6,36.18523,-86.71385,Private room,32,30,58,2024-08-10,0.40,2,169,3,
648088,Heart of Music Row Studio Apt. Midtown Nashville,3250769,Robyn,,District 19,36.1447,-86.79014,Private room,113,30,444,2023-10-30,3.04,1,105,6,
674159,"A Clean, Quiet Suite in a Great Neighborhood",3422455,John,,District 6,36.17393,-86.73894,Entire home/apt,142,3,337,2024-09-02,2.36,2,241,16,
681880,Luxurious Cozy Guesthouse,3471162,Tiffany,,District 7,36.21536,-86.71024,Entire home/apt,105,1,771,2024-09-16,5.30,1,152,88,
859206,Private Entrance Suite Vandy/Belmnt,1924504,Anne,,District 18,36.12999,-86.79959,Private room,99,2,129,2024-09-15,0.91,1,4,5,
914787,"Walk to Downtown -Pool, Free Parking, Gym + 4 Beds",4910520,Amy,,District 19,36.17539978,-86.7818985,Entire home/apt,208,1,428,2024-08-25,3.05,15,346,43,
1006989,Private Carriage House,1896384,John And Mike,,District 6,36.17502,-86.73475,Entire home/apt,88,2,617,2024-09-07,4.42,1,107,36,
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21239,-86.70439,Entire home/apt,113,3,276,2024-09-09,1.98,1,55,26,
1209395,Music Row Midtown Apartment,6604593,Michael,,District 19,36.14867,-86.79611,Entire home/apt,128,3,247,2024-09-02,1.87,1,324,21,
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32249,-86.72652,Entire home/apt,139,2,156,2024-08-10,1.14,1,322,32,
1537921,Truly Central Private Cottage,113637,Cynthia,,District 6,36.16761779785156,-86.73709869384766,Entire home/apt,167,2,320,2024-09-09,2.38,1,243,31,
1546787,Cozy Guesthouse in 12S Neighborhood,6855810,UrbanNashville,,District 18,36.12991714477539,-86.79246520996094,Entire home/apt,90,2,527,2024-09-13,4.09,115,145,34,2019073053
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,John,,District 7,36.22621,-86.7103,Entire home/apt,445,3,92,2024-09-09,0.70,1,335,12,
1583339,"Heart of Historic East Nashville, Walk Everywhere!",1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,,2,79,2024-06-16,0.59,4,356,4,
1583557,Entire Upstairs-2 Bedroom Private/Owner downstairs,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,160,30,122,2024-07-21,0.91,4,260,5,
1587240,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17868,-86.74394,Private room,,30,133,2021-07-22,0.99,4,0,0,
1625117,Cozy/Cute/Very Safe TreeTop apt-no pet fee,8382752,Bobby,,District 7,36.23198,-86.71693,Entire home/apt,84,1,366,2024-09-02,2.88,1,338,36,
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,Ann,,District 17,36.12397,-86.78047,Private room,90,4,149,2019-05-01,1.12,1,348,0,
1661560,"East Nash tucked away, retro, killer porch, view!",8804227,Kelli Katrice,,District 6,36.17622,-86.73512,Entire home/apt,181,1,132,2024-04-28,1.00,1,237,3,
1793477,Ryman Retreat in East Nashville,7509912,Sarah,,District 7,36.198699951171875,-86.706298828125,Entire home/apt,127,1,576,2024-08-18,4.37,1,326,49,
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.176631927490234,-86.80799102783203,Entire home/apt,341,1,191,2024-08-17,1.45,1,137,9,
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,Michelle,,District 17,36.14549,-86.78686,Shared room,500,1,7,2017-09-11,0.05,1,90,0,
1954040,Vintage style Eastside bungalow,8196681,Anita,,District 7,36.20338,-86.7296,Private room,68,1,471,2024-09-08,3.61,1,305,61,
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17069,-86.79121,Entire home/apt,128,1,682,2024-09-01,5.23,2,234,58,
2138177,Rustic Designer Suite near City Center,6521193,Terry And Piper,,District 6,36.16107,-86.75256,Entire home/apt,140,1,478,2024-09-09,3.70,1,137,36,
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,Brigitte,,District 6,36.17035,-86.74017,Entire home/apt,224,1,665,2024-09-05,5.29,25,328,70,
2261942,Charming Room in Hip East Nashville,11550460,Jim,,District 5,36.18269,-86.75301,Private room,89,2,765,2024-09-16,6.03,1,303,88,
2316288,"Fall Sale! 2.5 Miles From Downtown, 2 Spaces",7428690,Matt & Steph,,District 6,36.185993,-86.741821,Entire home/apt,176,2,345,2024-08-18,3.08,3,200,24,
2372334,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Private room,,30,49,2021-01-02,0.38,4,0,0,
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,Bryan,,District 18,36.13541,-86.812656,Entire home/apt,,3,89,2024-07-05,0.70,1,273,4,
2473234,Room At Eastland - Your totally private space!,12649085,Val,,District 6,36.18034,-86.72588,Entire home/apt,75,4,175,2024-08-20,1.37,1,313,17,
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,Kristin,,District 19,36.14377,-86.79486,Entire home/apt,90,30,101,2024-06-01,0.81,2,321,3,
4476315,"Nashville's Charming Poppy House, Walk to Music +",23224852,Jamie,,District 19,36.14505,-86.78894,Entire home/apt,232,2,529,2024-09-08,4.44,1,308,54,
4485271,DOWNTOWN Riverfront Condo close to BROADWAY ACTION,23271865,Harry,,District 19,36.17332,-86.78052,Entire home/apt,238,2,270,2024-09-07,2.28,2,323,45,
4490882,Great Condo in 12South,7096686,Meredith,,District 17,36.12509,-86.77878,Entire home/apt,135,27,28,2024-08-05,0.23,2,302,3,
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,Andy,,District 6,36.177,-86.74482,Entire home/apt,157,2,372,2024-09-01,3.28,1,229,41,
4494569,"Germantown 4bd, 2 Miles from Bdwy",23314330,Sara,,District 19,36.18118,-86.7923,Entire home/apt,,2,147,2024-09-02,1.23,2,288,9,
4511965,Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,13221453,Christy,,District 6,36.17059,-86.74113,Entire home/apt,256,3,19,2024-04-14,0.16,3,147,1,201512821/201517391
4531756,Southern Charm meets Old World Hospitality,23496125,Maria Davis,,District 25,36.08872,-86.79486,Entire home/apt,728,2,24,2023-07-30,0.27,1,364,0,
4559286,The Green Menagerie,23636518,Elizabeth,,District 27,36.05077,-86.73694,Private room,87,1,317,2024-09-01,2.88,1,84,43,
4604518,Spacious 4BR Next to Geodis Park-Close to Downtown,8008453,Alyssa,,District 17,36.12382,-86.7637,Entire home/apt,,2,294,2024-09-01,2.66,2,346,9,
4621726,"Cute, Cozy Cottage in Nashville",17913438,Randa,,District 24,36.14874,-86.84399,Entire home/apt,145,2,165,2024-09-07,1.40,1,252,12,
4625481,Cozy Downtown Nashville Riverfront Condo,83323910,Rebecca,,District 19,36.17466,-86.78012,Entire home/apt,153,2,121,2024-06-30,1.08,8,319,4,
4688669,Luxurious Downtown Corner Views 2 bed 2bath-#211,24241984,Patsy,,District 19,36.1566,-86.76579,Entire home/apt,311,2,78,2024-08-30,0.66,14,249,6,
4691716,Cheerful Mid Century Retreat - stellar reviews!,15444638,Jennifer + Sean,,District 6,36.18003,-86.72328,Entire home/apt,135,2,272,2024-08-11,2.30,1,148,24,
4693349,"2Bdrm/2Bath, 1.6miles from DT!",10643952,Khira,,District 21,36.15917,-86.80146,Entire home/apt,125,2,393,2024-09-01,3.30,2,135,20,
4717231,"Comfy MINI-MANSION 
 Convenient to Downtown!",24370035,Kimberly,,District 3,36.2921,-86.78614,Entire home/apt,,2,94,2018-03-02,0.79,1,0,0,
4725120,Designer Loft With Courtyard Views Near Downtown!,91390810,David,,District 5,36.1735,-86.76518,Entire home/apt,148,30,94,2017-01-17,0.80,3,220,0,
4787052,Nashville Carriage House,24675632,Bill And Debbie,,District 6,36.18324,-86.74496,Entire home/apt,100,1,682,2024-09-07,5.77,1,303,85,
4806588,!!RIVERFRONT CONDO WITH POOL*WALK TO BROADWAY!! 60,17145199,Brad,,District 19,36.16979,-86.77911,Entire home/apt,224,1,620,2024-08-29,5.32,16,218,63,
4809998,East Nashville 3BR - Great location,24774248,Doy,,District 5,36.19038,-86.75952,Entire home/apt,,2,170,2023-09-24,1.93,1,0,1,
4810344,12 South Apartment for Rent,4983840,Nathan,,District 18,36.13122,-86.79021,Entire home/apt,98,1,494,2024-09-14,4.22,1,316,61,
4857128,Cozy Green Hills apartment (1 mi from Lipscomb U.),24987037,Patrick,,District 25,36.09462,-86.792,Entire home/apt,86,4,589,2024-09-02,5.12,1,117,40,
4861360,Little Hollywood Gem East Nashville,25006117,Stephanie,,District 6,36.17899,-86.73718,Entire home/apt,190,2,86,2023-11-27,0.74,1,258,6,
4924659,Freshly Renovated Historic Suite,25366040,Todd,,District 24,36.15178,-86.84395,Entire home/apt,100,1,541,2024-08-12,4.57,1,306,36,
4935632,Nashville Berry Hill Area- Janis Joplin Room,25430263,Danny,,District 17,36.12435,-86.76407,Private room,39,30,263,2023-09-26,2.25,12,365,1,
4949787,Prime Location * Spacious * Art * Games * Fenced,25467486,Erin,,District 17,36.12334,-86.76343,Entire home/apt,191,1,299,2024-09-01,2.66,4,338,46,
4958707,The Ruby at Music Row,9596278,Jacob,,District 19,36.14595,-86.7877,Entire home/apt,148,1,789,2024-08-16,6.69,5,316,49,
5014393,Sweet cottage on Nashville farm!,6216127,Terry Jo,,District 34,36.04281,-86.83346,Entire home/apt,,90,73,2016-07-31,0.63,1,79,0,
5039858,"PRIVATE bd/bth, Great Location, Off-Street Parking",25350815,Alexander,,District 7,36.19818,-86.73448,Private room,110,1,136,2024-06-23,1.16,1,358,9,
5061506,Gorgeous Stay in Nations only 7 min from Broadway!,22933775,Lauren And Jen,,District 20,36.15814,-86.84145,Entire home/apt,335,2,238,2024-09-16,2.05,14,321,40,
5070014,2BR - Sleeps 4 - Kid Friendly! Upstairs Suite,26179993,Marie,,District 15,36.17395,-86.68661,Private room,129,2,198,2024-09-16,1.71,1,330,21,
5102074,No more new rentals allowed,26248043,Jason,,District 11,36.24107,-86.61458,Entire home/apt,2750,60,4,2015-08-16,0.03,1,365,0,
5174212,Cozy East Nashville Cottage with Relaxed Southern Style,14318200,Julian,,District 5,36.20225,-86.74634,Entire home/apt,99,1,1279,2024-09-02,11.01,1,319,114,
5193246,Petite Studio w/Mini-Kitchen Interns Welcome,26863205,Doug,,District 7,36.21415,-86.72949,Entire home/apt,,30,6,2024-06-15,0.18,21,363,3,
5212573,Poplar Hollow Barn,26945569,Pam,,District 35,36.05609,-86.97052,Entire home/apt,200,2,345,2024-08-18,2.95,2,287,38,
5217231,Beautiful Victorian in heart of 5 points/downtown,16087739,Lisa,,District 6,36.17322,-86.74842,Entire home/apt,193,2,171,2024-09-08,1.49,1,304,31,
5261347,12 South Loft - Private Guesthouse,26604311,John & Lori,,District 17,36.11869,-86.7833,Entire home/apt,155,3,217,2024-08-19,1.87,1,224,22,
5329979,Luxury Hillsboro Village Condo,27621511,Adam,,District 18,36.13541,-86.80358,Entire home/apt,,30,130,2019-12-29,1.11,1,353,0,
5339135,Nashville Berry Hill Area-Jimi Hendrix Room,25430263,Danny,,District 17,36.12447,-86.76403,Private room,39,30,163,2022-07-01,1.40,12,365,0,
5339138,Nashville Berry Hill Area-Jim Morrison Room,25430263,Danny,,District 17,36.12433,-86.76402,Private room,39,30,305,2023-06-30,2.63,12,365,0,
5352951,Steps to Stars: Brand New Craftsman on Music Row,22224024,MusicCityBNBs,,District 17,36.13955,-86.79254,Entire home/apt,350,3,290,2024-09-01,2.52,3,314,35,
5450001,"Charming Home, sleeps 6, 5 Miles to Downtown!",16805934,Rachael,,District 16,36.09924,-86.74098,Entire home/apt,143,2,130,2024-09-08,1.40,3,348,30,
5480793,Cozy Lockeland Springs Private Loft,28422447,Greg,,District 6,36.17145,-86.73934,Entire home/apt,103,2,476,2024-09-01,4.11,1,339,35,
5557887,*Heart of Nashville Retreat* 2 BR | 7 mins to DT,127444298,Liz,,District 19,36.1757,-86.78175,Entire home/apt,222,2,196,2024-09-16,2.27,8,283,57,
5560170,Kooler Kendall,9154329,Melissa,,District 24,36.13383102416992,-86.86384582519531,Entire home/apt,342,3,47,2023-07-16,0.41,2,325,0,
5582584,*WONDERFUL NEW 4 BEDROOM HOME. CLOSE TO DOWNTOWN*,17145199,Brad,,District 5,36.196,-86.76331,Entire home/apt,,1,67,2024-04-14,0.60,16,66,3,
5591141,Germantown - 1.7 mi to downtown,28988137,R.C. & Beth,,District 19,36.17955,-86.7948,Entire home/apt,231,1,446,2024-09-15,3.90,1,149,34,
5726670,12 South Charmer back on market! Perfect ext. stay,10633841,Emily,,District 17,36.11872,-86.78999,Entire home/apt,55,30,165,2024-09-02,1.48,1,88,3,
5756534,Loft Style Studio - CLOSE TO DOWNTOWN NASHVILLE,20691550,Cj,,District 16,36.11737,-86.73477,Private room,65,31,27,2018-03-11,0.32,1,179,0,
5759335,Massive Palace Close to Downtown!,18071351,Daniel,,District 19,36.17045,-86.79315,Entire home/apt,,2,88,2024-08-18,0.77,1,354,16,
5761405,Amazing Master Suite in Heart of East Nashville,5178185,Joel,,District 6,36.17187,-86.7469,Private room,175,2,53,2022-05-05,0.46,4,206,0,
5761584,East Nashville Jewel,5178185,Joel,,District 6,36.17089,-86.74556,Private room,120,1,65,2023-10-10,0.65,4,314,1,
5761616,Stay in Style Where the Musicians Live,5178185,Joel,,District 6,36.17082,-86.74582,Entire home/apt,328,1,308,2024-09-15,2.68,4,341,16,
5767371,*FREE NIGHT! Fab Home or Homes close to Broadway*,17145199,Brad,,District 5,36.19732,-86.76446,Entire home/apt,,1,106,2024-08-18,0.93,16,66,5,
5773891,Cute East Nashville Pad,29955861,Jim,,District 5,36.20005,-86.75456,Entire home/apt,138,2,405,2024-09-01,3.57,1,314,38,
5794839,"Heidtke House, A Rare Find & Featured on TV!",13960675,John,,District 15,36.16826,-86.67193,Entire home/apt,272,2,130,2024-08-30,1.27,1,338,5,
2521338,beautiful affordable space * ladies only * NS,812128,Patricia And John,,District 12,36.18934,-86.59118,Private room,35,30,3,2016-08-10,0.03,6,180,0,
2581896,"Live Like a Local in E. Nashville, 260 5* Reviews",13221453,Christy,,District 6,36.16922,-86.74108,Entire home/apt,139,1,279,2024-07-29,2.19,3,157,13,201512821
2666769,Cottage at West End/Vandy/Hillsboro,457460890,Chloe,,District 21,36.14705,-86.81845,Entire home/apt,145,1,780,2024-09-13,6.38,11,315,63,
2694882,"E. Nashville -Close to Everything, 265 5* Reviews,",13221453,Christy,,District 6,36.17032,-86.7408,Entire home/apt,144,1,293,2024-08-05,2.30,3,159,17,201517391
2699594,Summer Discount! Penthouse Above Live Music & Bars,1099118,Cal,,District 19,36.16046,-86.77774,Entire home/apt,245,2,242,2024-09-05,1.97,1,312,26,
2710049,"Affordable extended stays,  OPEN NOW",22296,Diana,,District 12,36.1631,-86.59044,Private room,34,30,11,2022-12-07,0.09,8,365,0,
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,Debbie,,District 18,36.14077,-86.81479,Entire home/apt,257,2,237,2024-08-07,1.92,6,5,23,
2743820,"East Nashville, 2 Bedroom Bungalow",5443095,Brad,,District 7,36.21896,-86.71519,Entire home/apt,100,30,95,2024-08-12,0.75,1,225,6,
2802925,Spa-like Stay w/Cold Plunge Minutes from Downtown!,14336050,Rae,,District 24,36.14704,-86.82269,Entire home/apt,148,2,24,2024-08-04,1.44,1,219,16,
2824336,Downtown/Hottub/Music Row/20 foot ceiling/Gulch!.!,14448697,Che,,District 19,36.14992,-86.78832,Entire home/apt,,2,183,2023-10-22,1.47,14,351,1,
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,,District 6,36.17739,-86.74131,Entire home/apt,104,2,577,2024-09-14,4.59,1,110,34,
2908364,"River View, Dock, Pool, Hot tub, CASR-201517041",14858294,Bill And Anne,,District 15,36.22061,-86.70683,Entire home/apt,705,3,50,2024-09-03,0.40,1,314,11,
2909345,Walkable in The Nations - 10 min to Broadway!,14863542,Sean And Kirsten,,District 20,36.1599,-86.84271,Entire home/apt,176,1,93,2024-09-15,0.74,1,116,64,
2931998,Light-filled Modern Bungalow at Musician's Hideaway,5151272,Carly,,District 6,36.17444,-86.73902,Entire home/apt,299,3,98,2024-05-27,0.83,1,68,4,
2950152,"Broadway, Vanderbilt, Belmont, Bridgestone Arena",15060012,William And Vicki,,District 17,36.14251,-86.79137,Entire home/apt,241,1,952,2024-09-10,7.88,1,272,124,
3021231,"12 S house- 3 MILES to downtown, charming nbrhd",15395208,Julie And Josh,,District 17,36.12177,-86.7829,Entire home/apt,,1,292,2024-09-15,2.35,1,271,34,
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.1641,-86.68415,Entire home/apt,94,2,450,2024-09-15,3.74,2,359,33,
3052313,Perfect for Family Fun!  Walk to 12th Ave/Belmont,16805934,Rachael,,District 18,36.12312,-86.80109,Entire home/apt,469,3,34,2024-07-28,0.28,3,61,8,
3107569,Downtown Mansion Free Parking 14bed/3bth 7000SF,15494980,Devon,,District 5,36.19904,-86.76105,Entire home/apt,,1,139,2024-05-19,1.14,1,267,7,
3116713,Travelers Sunny Paradise Female  Non Smkr  plz,812128,Patricia And John,,District 12,36.18885,-86.5917,Private room,35,31,11,2024-07-26,0.10,6,180,1,
3121821,Charming private apt. in hip area,14083317,Merrilyn,,District 6,36.18862,-86.73964,Entire home/apt,119,1,1132,2024-09-08,9.03,2,343,72,
3123909,Spacious 4BR Townhouse near Downtown,7961115,Blake,,District 19,36.18161,-86.79044,Entire home/apt,,2,160,2024-08-04,1.29,2,336,11,
3158038,Welcome to 12 South comfort!,5611748,Melissa,,District 17,36.13362,-86.78695,Entire home/apt,,2,51,2024-08-19,0.41,1,57,8,
3288576,Belmont Modern Loft Guest House,2275056,Debbie,,District 18,36.12465,-86.7947,Entire home/apt,135,1,187,2024-09-02,1.89,6,62,19,
3379848,Casual Comfort at The Hotel Not California,17050462,Patrick & Janet,,District 16,36.1232,-86.70996,Entire home/apt,148,2,176,2024-09-02,2.04,1,336,12,
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,Brad,,District 19,36.17478,-86.78236,Entire home/apt,204,1,555,2024-08-27,4.54,16,286,71,
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alex,,District 5,36.17913,-86.76809,Entire home/apt,,2,94,2024-09-01,0.76,1,315,13,
3578360,East Nashville & Easy Bike Downtown,11006332,Cp,,District 6,36.16574,-86.74104,Entire home/apt,,30,101,2021-11-11,0.82,1,365,0,
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,Debby,,District 25,36.10373,-86.79625,Entire home/apt,,2,141,2022-11-14,1.46,1,2,0,
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.12521,-86.78528,Entire home/apt,486,2,291,2024-09-09,2.37,19,324,34,
3694888,Unique Studio & Retro Trailer. Walk to everything,18816131,Sean,,District 19,36.14959,-86.78881,Entire home/apt,132,1,560,2024-06-23,4.76,1,251,7,
3696753,Restrung East Nashville Condo,18830581,Mike,,District 6,36.17229,-86.75554,Entire home/apt,,3,412,2024-09-04,3.33,2,136,40,
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14206,-86.82473,Entire home/apt,120,1,666,2024-08-18,5.42,2,166,32,
3710914,Cute East Nashville Cottage 1.5 Miles To Downtown,10259524,Brady,,District 5,36.18218,-86.77158,Entire home/apt,163,1,876,2024-09-08,7.10,4,312,119,
3742359,Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16948,-86.73771,Entire home/apt,150,3,374,2024-09-15,3.03,2,209,31,
3760928,Historic Suite in East Nashville,19112532,Angela,,District 6,36.19183,-86.7427,Private room,119,1,377,2024-09-15,3.09,1,212,30,
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17184,-86.79209,Entire home/apt,419,2,290,2024-09-09,2.56,2,328,41,
3811909,Modern Cottage East Nashville,11543228,Jess,,District 6,36.18391,-86.72637,Entire home/apt,107,2,410,2024-09-02,3.34,1,40,30,
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.12181,-86.84317,Entire home/apt,263,30,8,2019-10-31,0.07,1,353,0,
3905148,Private Entry/1895 Victorian,19204818,"Tom And Wife, Mary",,District 6,36.17347717285156,-86.74029541015625,Entire home/apt,115,1,643,2024-09-14,5.26,1,315,61,
3907104,"Five Points Jewel: Vintage Charm, Modern Comfort",593556,Alece,,District 6,36.175255,-86.75061,Entire home/apt,245,1,246,2024-09-13,2.01,9,265,45,2019014135
3912357,Private entry & bath in the Heart of the City.,20264071,Caprisha,,District 19,36.17319,-86.79354,Private room,93,1,427,2024-09-17,3.65,1,143,57,
3952633,Stylish Condo in Trendy 12South,7096686,Meredith,,District 17,36.12558,-86.77773,Entire home/apt,135,27,28,2024-08-23,0.23,2,348,2,
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",14657565,Daphne,,District 17,36.12644,-86.77843,Entire home/apt,86,1,963,2024-08-28,8.00,5,263,64,
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,Kristin,,District 17,36.14261,-86.79371,Entire home/apt,90,30,112,2024-06-10,0.92,2,212,3,
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,153,1,842,2024-09-02,6.91,5,317,52,
4100639,*Downtown Condo with Beautiful River View*,17145199,Brad,,District 19,36.17121,-86.77958,Entire home/apt,216,1,575,2024-08-23,4.89,16,250,62,
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,Debbie,,District 18,36.12465,-86.79689,Entire home/apt,1299,2,109,2024-07-21,0.94,6,327,11,
4178988,Award-Winning Private Cottage,457460890,Chloe,,District 6,36.1748,-86.73808,Entire home/apt,115,1,873,2024-09-14,7.22,11,294,66,
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,110,1,698,2024-07-19,5.75,2,167,25,
4227049,East Nashville Victorian Home,7153613,Tammi,,District 6,36.18701,-86.7363,Entire home/apt,,2,69,2021-09-27,0.58,1,84,0,
4252199,Big & Cozy East Nashville Retreat,22066344,Katie,,District 5,36.18251,-86.75297,Entire home/apt,332,2,395,2023-11-14,3.28,4,262,7,
4275484,The Hamilton - In Trendy WeHo + 1.5 mi to Broadway,22196890,Donald,,District 17,36.13880157470703,-86.7677230834961,Entire home/apt,166,3,344,2024-09-02,3.02,1,309,15,
4302855,"The Commodore: Vandy Summer Home, Walk to Fun",6675690,Isabeau And Shaun,,District 18,36.1359374,-86.8109214,Entire home/apt,327,2,195,2024-09-08,1.92,66,318,21,
4303083,"The Lenore: Walk to Titans! True Home, Big Yard!",6675690,Isabeau And Shaun,,District 6,36.170998,-86.746887,Entire home/apt,213,2,216,2024-09-14,2.17,66,263,21,
4351066,Nashville Modern Studio in Hip Melrose,16587828,Cal,,District 17,36.12679,-86.77831,Entire home/apt,74,2,514,2024-09-01,4.26,3,336,40,
4354794,Downtown Nashville Riverfront Condo with Pool,15892790,Mark,,District 19,36.17542,-86.78226,Entire home/apt,204,1,467,2024-09-02,3.95,2,151,74,
4358798,East Nashville 1930's Cottage Unit B,16922948,Meagan,,District 7,36.19218,-86.72327,Entire home/apt,,2,104,2024-06-09,0.92,2,87,7,
4365735,East Nashville 1930'a Cottage Unit A,16922948,Meagan,,District 7,36.19213,-86.72512,Entire home/apt,,2,105,2024-09-02,0.87,2,78,11,
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.1334,-86.8255,Entire home/apt,309,2,204,2024-09-02,1.72,1,143,6,
5933237,Charming renovated bungalow,14083317,Merrilyn,,District 6,36.18921,-86.74049,Entire home/apt,164,2,335,2024-09-09,2.91,2,254,40,
5964509,Breathtaking Views of Nashville-4th night FREE,30962240,XENOS Guest-Friend,,District 21,36.153839,-86.823883,Entire home/apt,,2,294,2024-08-05,2.56,17,154,10,
5970743,CityWalk|Balcony|Park Free! Dolly Swift!,30995912,Jessica Joy,,District 19,36.15495300292969,-86.77043151855469,Entire home/apt,235,3,497,2024-09-15,4.33,13,325,48,
5984997,The Launch Pad,19288905,Sandy,,District 17,36.14309,-86.76151,Entire home/apt,135,1,925,2024-09-10,8.57,1,252,108,
5989908,Hillisboro Treehouse:  Stay 30+ Days Only,22327607,Gina,,District 18,36.12825,-86.81021,Entire home/apt,65,30,115,2024-08-17,1.00,1,20,4,
6119843,Your Nashville Oasis off Historic Music Row,31751665,Patrick,,District 17,36.13663,-86.79276,Entire home/apt,168,2,245,2024-09-01,2.16,1,144,31,
6162409,Newly renovated 1BR King - Happy Hollow Cabin,27950672,Eva,,District 33,36.12439,-86.54606,Entire home/apt,122,3,442,2024-06-24,3.87,1,202,11,
6207147,Casa Lola - Hip Victorian,32119480,Lori,,District 6,36.17363,-86.75471,Private room,115,2,277,2024-09-03,2.45,1,57,22,
6210434,Stroll to East Nashville Restaurants from Cozy Guest Suite,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,103,1,657,2024-08-29,6.52,2,170,31,
6213651,The Stewart House in 12th South - Half House,15586733,Neal,,District 18,36.12584,-86.79356,Entire home/apt,165,1,396,2024-09-08,3.70,19,323,57,
